fecha;mes;reclamo;titulo;situacion;area;barrio;cantidad_llamados_por_caso
06/08/2019;8;24646;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;MARIANO MORENO;1
06/08/2019;8;24645;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
06/08/2019;8;24644;RENTAS;NO RECIBE LOS IMPUESTOS;RENTAS;ACEVEDO;1
06/08/2019;8;24643;PODA;PODA,DESPEJE DE CABLES;CUADRILLA  147 PODA;VILLA SAN JOSE;1
06/08/2019;8;24641;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;ACEVEDO;1
06/08/2019;8;24640;ANIMALES;CASTRACION DE PERRAS;VETERINARIA;ACEVEDO;1
06/08/2019;8;24639;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
06/08/2019;8;24637;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
06/08/2019;8;24636;INSPECTOR URBANO;ESTAN QUEMANDO BASURA EN LA VIA PUBLICA;CONTRALOR URBANO;BELGRANO;1
06/08/2019;8;24634;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;VILLA SAN JOSE;3
06/08/2019;8;24633;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTENARIO;1
06/08/2019;8;24632;RESIDUOS;BARRIDO MANUAL DE CALLE, NO PASAN POR SU CUADRA;HIGIENE URBANA;25 DE MAYO;1
06/08/2019;8;24631;DERIVADO NO MUNICIPAL;DERIVADO NO MUNICIPAL;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA FERNANDEZ;1
06/08/2019;8;24630;BACHE;SOLICITA LA REPARACION DE BACHES RIGIDOS;CUADRILLA 147 BACHES;MARTIN ILLIA;1
06/08/2019;8;24629;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;CENTRO;3
06/08/2019;8;24628;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTENARIO;2
06/08/2019;8;24622;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;TROCHA;1
06/08/2019;8;24615;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;CENTRO;2
06/08/2019;8;24614;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CUETO;2
06/08/2019;8;24613;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;BELGRANO;1
06/08/2019;8;24612;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;JOSE HERNANDEZ;1
06/08/2019;8;24611;TIERRA;MONTICULOS DE TIERRAS DEJADOS POR OBRAS;VIAL;VILLA SAN JOSE;1
06/08/2019;8;24606;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VICENTE LOPEZ;2
06/08/2019;8;24605;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;AMEGHINO;1
06/08/2019;8;24604;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;MALVINAS;1
06/08/2019;8;24603;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;ACEVEDO;2
06/08/2019;8;24602;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;ACEVEDO;1
06/08/2019;8;24600;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;25 DE MAYO;1
06/08/2019;8;24598;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
06/08/2019;8;24597;PODA;PODA,DESPEJE DE CABLES;CUADRILLA  147 PODA;SAN MARTIN;1
06/08/2019;8;24596;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;CENTRO;1
06/08/2019;8;24595;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTRO;1
06/08/2019;8;24594;PODA;PODA,DESPEJE DE CABLES;CUADRILLA  147 PODA;AMEGHINO;1
06/08/2019;8;24593;ANIMALES;CASTRACION DE PERRAS;VETERINARIA;NUESTRA SRA. DEL LUJAN;1
06/08/2019;8;24591;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
06/08/2019;8;24586;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;AMEGHINO;2
06/08/2019;8;24578;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE TIERRA);OBRAS Y SERVICIOS SANITARIOS;BELGRANO;2
06/08/2019;8;24574;RESIDUOS;RESIDUOS DOMICILIARIO NO PASO EL CAMION;HIGIENE URBANA;LUIS SANDRINI;1
06/08/2019;8;24571;ANIMALES;CASTRACION DE PERRAS;VETERINARIA;CENTRO;1
06/08/2019;8;24570;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;ZONA RURAL;1
06/08/2019;8;24568;RESIDUOS;BASURAL CLANDESTINO;HIGIENE URBANA;KENNEDY;1
07/08/2019;8;24873;URGENTE;CABALLOS O ANIMALES SUELTOS FUERA DEL RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;ZONA RURAL;1
07/08/2019;8;24872;URGENTE;ACCIDENTE EN LA VIA PUBLICA CON HERIDOS;INSPECCION GENERAL Y TRANSITO;CENTENARIO;2
07/08/2019;8;24871;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;MALVINAS;1
07/08/2019;8;24869;SEGURIDAD;RUIDOS MOLESTOS;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;CENTRO;1
07/08/2019;8;24868;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24867;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24866;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24865;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24864;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24863;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24862;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;VILLA SAN JOSE;1
07/08/2019;8;24861;URGENTE;ACCIDENTE EN LA VIA PUBLICA CON HERIDOS;INSPECCION GENERAL Y TRANSITO;MARTIN ILLIA;1
07/08/2019;8;24860;CLOACAS;CAÑO DE CLOACAS ROTO;OBRAS Y SERVICIOS SANITARIOS;JOSE HERNANDEZ;2
07/08/2019;8;24858;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24857;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTENARIO;1
07/08/2019;8;24855;ANIMALES;ANIMALES SUELTOS: PERROS MORDEDORES O ATACANTES;VETERINARIA;ESPERANZA;1
07/08/2019;8;24854;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24851;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;MALVINAS;1
07/08/2019;8;24850;INSPECTOR URBANO;AGUA SERVIDA;CONTRALOR URBANO;AMEGHINO;2
07/08/2019;8;24848;CLOACAS;CLOACAS DESBORDADAS;OBRAS Y SERVICIOS SANITARIOS;CENTRO;3
07/08/2019;8;24847;CORRALON;SOLICITAN LA SEÑALIZACION DE POZO EN CALLE O VEREDA;VIAL;CENTRO;1
07/08/2019;8;24846;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;JORGE NEWBERY;2
07/08/2019;8;24845;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
07/08/2019;8;24844;RESIDUOS;RESIDUOS DOMICILIARIO NO PASO EL CAMION;HIGIENE URBANA;JORGE NEWBERY;1
07/08/2019;8;24843;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA ALICIA;1
07/08/2019;8;24840;AGUA;ROTURA DE CAÑO MAESTRO EN VEREDA;OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
07/08/2019;8;24838;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24837;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;ACEVEDO;5
07/08/2019;8;24834;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;SAN MARTIN;3
07/08/2019;8;24832;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;MARTIN ILLIA;1
07/08/2019;8;24830;AGUA;FALTA DE PRESION DE AGUA;OBRAS Y SERVICIOS SANITARIOS;ACEVEDO;1
07/08/2019;8;24829;URGENTE;POSTES CAIDOS;ATENCION AL VECINO 147;VILLA SAN JOSE;1
07/08/2019;8;24828;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA SAN JOSE;2
07/08/2019;8;24827;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA ALICIA;1
07/08/2019;8;24826;CLOACAS;CONEXIÓN CLANDESTINA;CONTRALOR URBANO;MARTIN ILLIA;1
07/08/2019;8;24825;PODA;PODA,DESPEJE DE CABLES;CUADRILLA  147 PODA;JOSE HERNANDEZ;1
07/08/2019;8;24824;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;12 DE OCTUBRE;1
07/08/2019;8;24823;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTENARIO;1
07/08/2019;8;24819;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE TIERRA);OBRAS Y SERVICIOS SANITARIOS;VIRGEN DE GUADALUPE;3
07/08/2019;8;24818;CORDON ROTO;ROTURA DE CORDON  SOLICITA REPARACION;CUADRILLA 147 BACHES;ACEVEDO;1
07/08/2019;8;24817;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VIRGEN DE ITATI;1
07/08/2019;8;24816;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24815;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24814;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;AMEGHINO;1
07/08/2019;8;24813;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;ACEVEDO;1
07/08/2019;8;24812;RESIDUOS;RESIDUOS DOMICILIARIO PASO EL CAMION Y NO LLEVO LA BASURA;HIGIENE URBANA;ACEVEDO;1
07/08/2019;8;24811;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;SAN MARTIN;1
07/08/2019;8;24808;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24806;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTENARIO;1
07/08/2019;8;24804;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24803;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
07/08/2019;8;24802;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;2
07/08/2019;8;24798;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
07/08/2019;8;24796;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;CENTRO;3
07/08/2019;8;24795;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;MARTIN M. DE GUEMES;1
07/08/2019;8;24793;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24791;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
07/08/2019;8;24790;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CUETO;1
07/08/2019;8;24789;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;ACEVEDO;1
07/08/2019;8;24788;CLOACAS;CLOACAS DESBORDADAS;OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
07/08/2019;8;24783;URGENTE;CABALLOS O ANIMALES SUELTOS FUERA DEL RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;MALVINAS;1
07/08/2019;8;24782;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;ACEVEDO;3
07/08/2019;8;24780;URGENTE;ACCIDENTE EN LA VIA PUBLICA CON HERIDOS;INSPECCION GENERAL Y TRANSITO;VICENTE LOPEZ;2
07/08/2019;8;24779;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;TROCHA;1
07/08/2019;8;24777;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;ACEVEDO;1
07/08/2019;8;24776;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;ACEVEDO;1
07/08/2019;8;24775;RESIDUOS;BARRIDO MANUAL DE CALLE, NO PASAN POR SU CUADRA;HIGIENE URBANA;JOSE HERNANDEZ;1
07/08/2019;8;24769;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
07/08/2019;8;24767;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
07/08/2019;8;24759;SEMAFORO;SEMAFORO FUERA DE FUNCIONAMIENTO;ELECTROMECANICA;CUETO;1
07/08/2019;8;24750;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;MARTIN ILLIA;2
07/08/2019;8;24745;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;MARTIN ILLIA;1
07/08/2019;8;24744;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
07/08/2019;8;24743;URGENTE;CABALLOS O ANIMALES SUELTOS FUERA DEL RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VICENTE LOPEZ;1
07/08/2019;8;24740;DESMALEZAMIENTO;SOLICITA DESMALEZAMIENTO DE ESPACIOS PUBLICOS;ESPACIOS VERDES;VICENTE LOPEZ;2
07/08/2019;8;24739;RESIDUOS;RESIDUOS DOMICILIARIO PASO EL CAMION Y NO LLEVO LA BASURA;HIGIENE URBANA;VICENTE LOPEZ;1
07/08/2019;8;24738;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
07/08/2019;8;24737;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;ACEVEDO;1
07/08/2019;8;24736;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA SAN JOSE;3
07/08/2019;8;24695;ARBOLADO;RAMA CAIDA;ESPACIOS VERDES;VILLA PROGRESO;1
07/08/2019;8;24625;ARBOLADO;RAMA CAIDA;ESPACIOS VERDES;JOSE HERNANDEZ;1
07/08/2019;8;24455;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;ACEVEDO;1
07/08/2019;8;24430;CLOACAS;CAÑO DE CLOACAS ROTO;OBRAS Y SERVICIOS SANITARIOS;VILLA SAN JOSE;1
07/08/2019;8;24399;ARBOLADO;RAMA CAIDA;ESPACIOS VERDES;VILLA PROGRESO;1
07/08/2019;8;24329;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;JOSE HERNANDEZ;2
07/08/2019;8;24173;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTRO;1
08/08/2019;8;24987;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;JOSE HERNANDEZ;1
08/08/2019;8;24986;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA GUARIDA;1
08/08/2019;8;24984;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA SAN JOSE;1
08/08/2019;8;24983;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;VICENTE LOPEZ;1
08/08/2019;8;24981;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA SAN JOSE;1
08/08/2019;8;24980;ANIMALES;"ANIMALES SUELTOS; PERROS CALLEJEROS O CON PROPIETARIOS EN LA VIA PUBLICA";VETERINARIA;VICENTE LOPEZ;1
08/08/2019;8;24979;INDIGENTE;PERSONA EN SITUACION DE CALLE SE ENCUENTRA EN ESTADO DE ABANDONO ENTRE 18 Y 60 AÑOS;SERVICIO SOCIAL;ACEVEDO;1
08/08/2019;8;24976;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;BELGRANO;1
08/08/2019;8;24975;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24974;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24973;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
08/08/2019;8;24972;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;MARTIN ILLIA;1
08/08/2019;8;24971;CORRALON;SOLICITAN LA SEÑALIZACION DE POZO EN CALLE O VEREDA;VIAL;ACEVEDO;1
08/08/2019;8;24970;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24969;VEREDA;VEREDA OBSTRUIDA;CONTRALOR URBANO;ACEVEDO;2
08/08/2019;8;24968;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;ACEVEDO;1
08/08/2019;8;24966;CASA ABANDONADA;CASA ABANDONADA;CONTRALOR URBANO;ACEVEDO;1
08/08/2019;8;24965;URGENTE;CABALLOS O ANIMALES SUELTOS FUERA DEL RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA SAN JOSE;1
08/08/2019;8;24963;TRANSITO;AUTOS ABANDONADOS;INSPECCION GENERAL Y TRANSITO;CENTRO;2
08/08/2019;8;24962;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24961;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;ACEVEDO;1
08/08/2019;8;24959;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;DESIDERIO DE LA FUENTE;1
08/08/2019;8;24958;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;MARTIN ILLIA;1
08/08/2019;8;24957;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;DESIDERIO DE LA FUENTE;1
08/08/2019;8;24956;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24955;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;CENTENARIO;3
08/08/2019;8;24954;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24953;TRANSITO;MOTOS EN INFRACCION;INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24948;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
08/08/2019;8;24945;COMERCIO;FALTA HABILITACION DE COMERCIO O DUDA DE LA HABILITACION;HABILITACION Y CONTROL DE ACTIVIDADES ECONOMICAS;CENTENARIO;2
08/08/2019;8;24943;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;MARTIN ILLIA;1
08/08/2019;8;24942;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;ACEVEDO;1
08/08/2019;8;24941;CLOACAS;CLOACAS TAPADAS;OBRAS Y SERVICIOS SANITARIOS;ACEVEDO;1
08/08/2019;8;24940;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;CENTRO;1
08/08/2019;8;24939;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;MARTIN ILLIA;1
08/08/2019;8;24933;AGUA;LLAVE DE PASO ROTA;CUADRILLA 147 AGUA;OTERO;1
08/08/2019;8;24931;INSPECTOR URBANO;DERROCHE DE AGUA DE PILETAS;CONTRALOR URBANO;JOSE HERNANDEZ;1
08/08/2019;8;24930;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;JORGE NEWBERY;1
08/08/2019;8;24929;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24926;PRESENCIA INSECTOS;NIDO DE CAMOATI, PROLIFERACION DE ROEDORES, MURCIELAGOS;SANEAMIENTO AMBIENTAL;VILLA PROGRESO;1
08/08/2019;8;24924;CORDON ROTO;ROTURA DE CORDON  SOLICITA REPARACION;CUADRILLA 147 BACHES;ACEVEDO;1
08/08/2019;8;24923;SINIESTRO;CABLES CAIDOS EN LA VIA PUBLICA;ATENCION AL VECINO 147;LA AMALIA;1
08/08/2019;8;24921;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;MARIANO MORENO;2
08/08/2019;8;24918;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24917;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;DESIDERIO DE LA FUENTE;1
08/08/2019;8;24916;RESIDUOS;RESIDUOS DOMICILIARIO PASO EL CAMION Y NO LLEVO LA BASURA;HIGIENE URBANA;KENNEDY;1
08/08/2019;8;24915;PODA;PODA,DESPEJE DE CABLES;CUADRILLA  147 PODA;CENTRO;1
08/08/2019;8;24913;RESIDUOS;RESIDUOS DOMICILIARIO PASO EL CAMION Y NO LLEVO LA BASURA;HIGIENE URBANA;ACEVEDO;1
08/08/2019;8;24911;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24907;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24904;TRANSITO;AUTOS MAL ESTACIONADOS (SALIDA DE GARAGE, CARGA Y DESCARGA, LUGAR DE MOTO, ETC);INSPECCION GENERAL Y TRANSITO;CENTRO;1
08/08/2019;8;24901;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;VILLA GRAL. SAN MARTIN;1
08/08/2019;8;24900;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;JORGE NEWBERY;1
08/08/2019;8;24898;RESIDUOS;RESIDUOS VOLUMINOSOS;HIGIENE URBANA;LA AMALIA;1
08/08/2019;8;24897;URGENTE;CABALLOS O ANIMALES SUELTOS RADIO URBANO;ATENCION DE MONITOREO EMERGENCIA EN SEGURIDAD;AMEGHINO;1
08/08/2019;8;24896;CORDON ROTO;ROTURA DE CORDON  SOLICITA REPARACION;CUADRILLA 147 BACHES;ACEVEDO;1
08/08/2019;8;24876;AGUA;CAÑO ROTO EN VEREDA;CUADRILLA 147 AGUA;ACEVEDO;1
08/08/2019;8;24841;AGUA;CAÑO ROTO EN LA CALLE (CALLE DE PAVIMENTO);OBRAS Y SERVICIOS SANITARIOS;VILLA FERNANDEZ;1
